,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
74,Two Men in Town,1973,NOT RATED,01 Aug 1976,100 min,"Crime, Drama",José Giovanni,"José Giovanni (original scenario), José Giovanni (dialogue), Gianfranco Clerici (dialogue adaptation: Italian version)","Jean Gabin, Alain Delon, Mimsy Farmer, Victor Lanoux","A former bank robber is released after 10 years in prison. He gets help from a social-worker, but gets harassed by an old cop from his past.",French,"France, Italy",N/A,https://m.media-amazon.com/images/M/MV5BODliOTU2N2ItZmUwOC00MTExLTg2N2UtNzgxZTQ2YTY1NDZlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"3,262",tt0069967,movie,16 Aug 2005,N/A,N/A,N/A,True
75,Vampire Academy,2014,PG-13,07 Feb 2014,104 min,"Action, Comedy, Drama, Fantasy, Horror, Mystery, Thriller",Mark Waters,"Richelle Mead (novel), Daniel Waters (screenplay)","Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",English,"USA, UK",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyOTI0MzUyM15BMl5BanBnXkFtZTgwMzI2MzU0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.5,"48,600",tt1686821,movie,20 May 2014,"$7,508,090",The Weinstein Company,http://va-movie.com/#,True
76,A Long Way Down,2014,R,05 Jun 2014,96 min,"Comedy, Drama",Pascal Chaumeil,"Nick Hornby (based on the novel by), Jack Thorne (screenplay by)","Pierce Brosnan, Toni Collette, Imogen Poots, Aaron Paul","Four people meet on New Year's Eve, and form a surrogate family to help one another with the difficulties of their lives.",English,"UK, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTc0MTg0MDI2Ml5BMl5BanBnXkFtZTgwNzM4MDYwMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.4,"28,986",tt0458413,movie,09 Sep 2014,N/A,Magnolia Pictures,http://www.ALongWayDownFilm.com,True
77,The Dark Valley,2014,Not Rated,13 Feb 2014,115 min,"Drama, Mystery, Western",Andreas Prochaska,"Martin Ambrosch (screenplay), Andreas Prochaska (screenplay), Thomas Willmann (novel)","Sam Riley, Tobias Moretti, Paula Beer, Thomas Schubert","Through a hidden path a lone rider reaches a little town high up in the Alps. Nobody knows where the stranger comes from, nor what he wants there. But everyone knows that they don't want him to stay.","German, English","Austria, Germany",26 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjEyODA0NDgzM15BMl5BanBnXkFtZTgwNzM0NjgwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"10,360",tt2650978,movie,05 Jan 2015,N/A,American Cinematheque,N/A,True
78,About Last Night,2014,R,14 Feb 2014,100 min,"Comedy, Romance",Steve Pink,"Leslye Headland (screenplay by), Tim Kazurinsky (based on the screenplay by), Denise DeClue (based on the screenplay by), David Mamet (based upon ""Sexual Perversity in Chicago"" by)","Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk3OTc4NDMzNF5BMl5BanBnXkFtZTgwNjQ2NzY3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.1,"20,767",tt1826590,movie,19 May 2014,"$39,477,140",Sony Pictures,http://www.aboutlastnightmovie.com/,True
79,The Two Faces of January,2014,PG-13,28 Aug 2014,96 min,"Romance, Thriller",Hossein Amini,"Hossein Amini, Patricia Highsmith (based on the novel by)","Oscar Isaac, Viggo Mortensen, Kirsten Dunst, Daisy Bevan","A thriller centered on a con artist, his wife, and a stranger who flee Athens after one of them is caught up in the death of a private detective.","English, Greek, Turkish","UK, France, USA",3 nominations.,"https://m.media-amazon.com/images/M/MV5BMTcxMjE0NjY1NV5BMl5BanBnXkFtZTgwMzU0NTYxMTE@._V1._CR29,32,1351,1987_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.2,"27,074",tt1976000,movie,13 Jan 2015,"$1,638,101",Magnolia Pictutures,http://www.magpictures.com/twofacesofjanuary/,True
80,3 Days to Kill,2014,PG-13,21 Feb 2014,117 min,"Action, Drama, Thriller",McG,"Adi Hasak (screenplay), Luc Besson (screenplay), Luc Besson (story)","Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen",A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,"English, French, German, Serbian","USA, France, Serbia",N/A,https://m.media-amazon.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.2,"80,658",tt2172934,movie,20 May 2014,N/A,Relativity Media,http://3daystokill.tumblr.com/,True
81,Beauty and the Beast,1991,G,22 Nov 1991,84 min,"Animation, Family, Fantasy, Musical, Romance","Gary Trousdale, Kirk Wise","Linda Woolverton (animation screenplay by), Brenda Chapman (story by), Chris Sanders (story by), Burny Mattinson (story by), Kevin Harkey (story by), Brian Pimental (story by), Bruce Woodside (story by), Joe Ranft (story by), Tom Ellery (story by), Kelly Asbury (story by), Robert Lence (story by)","Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury","A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","English, French",USA,Won 2 Oscars. Another 24 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,8.0,"381,062",tt0101414,movie,08 Oct 2002,"$47,611,331",Buena Vista,http://www.disney.com/beautyandthebeast,True
82,Julio César Chávez vs. Greg Haugen,1993,N/A,20 Feb 1993,N/A,Sport,N/A,N/A,"Marv Albert, Julio Cesar Chavez, Joe Cortez, Greg Haugen",N/A,English,USA,1 win.,N/A,[],N/A,N/A,N/A,tt2357133,movie,N/A,N/A,N/A,N/A,True
83,"Les trois frères, le retour",2014,N/A,12 Feb 2014,106 min,Comedy,"Didier Bourdon, Bernard Campan, Pascal Légitimus","Didier Bourdon (screenplay), Bernard Campan (screenplay)","Didier Bourdon, Bernard Campan, Pascal Légitimus, Sofia Lesaffre","Three brothers are reunited on the occasion of the death of his mother. The three are in a difficult stage of their lives due to economic difficulties: Bernard is a failed actor, Didier ...",French,"France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BNjU1ZjE0NTEtNTkwMi00Y2NiLWI5ODgtNGI4ZWJkYjYxMTBlXkEyXkFqcGdeQXVyNTY0OTgzMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,"1,385",tt3092076,movie,N/A,N/A,Wild Bunch Distribution,N/A,True
84,Winter's Tale,2014,PG-13,14 Feb 2014,118 min,"Drama, Fantasy, Mystery, Romance",Akiva Goldsman,"Akiva Goldsman (screenplay), Mark Helprin (novel)","Colin Farrell, Matt Bomer, Lucy Griffiths, Michael Crane","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BYTFmZDgwMDctYWI2ZS00MDhmLTg1ZDAtMGUzZjVmZTM3ZTM5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,6.2,"48,444",tt1837709,movie,24 Jun 2014,"$10,628,616",Warner Bros. Pictures,http://www.winterstalemovie.com/,True
85,Cuban Fury,2014,R,11 Apr 2014,98 min,"Comedy, Romance, Sport",James Griffiths,"Jon Brown, Nick Frost (original idea)","Ben Radcliffe, Ian McShane, Isabella Steinbarth, Brandon Robinson","Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.","English, Persian, Spanish",UK,1 win.,https://m.media-amazon.com/images/M/MV5BMTcwMTgwMjkzM15BMl5BanBnXkFtZTgwNDYzMDY0MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.2,"16,713",tt2390237,movie,29 Jul 2014,"$1,926,548",eOne,http://www.facebook.com/CubanFuryMovie,True
86,Devil in the Detail,2014,N/A,14 Feb 2014,94 min,"Drama, Romance",Shirley Frimpong-Manso,"Ken Attoh (story), Shirley Frimpong-Manso, Shirley Nana Akua Manso (story), Shirley Nana Akua Manso","Ama Ampofo, Adjetey Anang, Smith Asante, Mawuli Gavor","A suspicious affair ruins an almost perfect marriage as husband and wife take a wild goose chase into the world of sex, lies and betrayal, risking everything in one of the craziest love triangles ever.",English,Ghana,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BZTBkODA2YzYtOWIwOS00NTE0LWI5NmQtZDY4ZjcwNzU4OTBhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,9,tt3568084,movie,N/A,N/A,N/A,N/A,True
87,Endless Love,2014,PG-13,14 Feb 2014,104 min,"Drama, Romance",Shana Feste,"Shana Feste (screenplay), Joshua Safran (screenplay), Scott Spencer (book)","Alex Pettyfer, Gabriella Wilde, Bruce Greenwood, Joely Richardson",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BOTYzNDU1MzEyN15BMl5BanBnXkFtZTgwOTYwMTU0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.3,"37,277",tt2318092,movie,27 May 2014,N/A,Universal Pictures,http://endlesslovemovie.com,True
88,Gunday,2014,Not Rated,14 Feb 2014,152 min,"Action, Drama, Romance",Ali Abbas Zafar,"Ali Abbas Zafar, Sanjay Masoomm (additional dialogue)","Ranveer Singh, Arjun Kapoor, Priyanka Chopra, Irrfan Khan","The lives of Calcutta's most powerful Gunday - Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.","Hindi, Bengali",India,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2NjEzNjc4NV5BMl5BanBnXkFtZTgwODQxOTc5MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,2.2,"56,167",tt2574698,movie,N/A,"$413,482",Yash Raj Films,http://www.yashrajfilms.com/,True
89,Pompeii,2014,PG-13,21 Feb 2014,105 min,"Action, Adventure, Drama, History, Romance",Paul W.S. Anderson,"Janet Scott Batchler (screenplay), Lee Batchler (screenplay), Michael Robert Johnson (screenplay)","Kit Harington, Carrie-Anne Moss, Emily Browning, Adewale Akinnuoye-Agbaje","A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",English,"Canada, Germany, USA",9 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNDE2MTU3NzYwOF5BMl5BanBnXkFtZTgwOTY4NTk4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.5,"99,021",tt1921064,movie,20 May 2014,"$19,919,371",Sony Pictures,http://pompeiimovie.tumblr.com/,True
90,Giovanni's Island,2014,N/A,22 Feb 2014,102 min,"Animation, Drama, History, War",Mizuho Nishikubo,"Shigemichi Sugita (original story), Shigemichi Sugita (screenplay), Wendee Lee (adaptation), Yoshiki Sakurai (screenplay), David Wolman (original concept)","Tatsuya Nakadai, Yukie Nakama, Yûsuke Santamaria, Tatyana Sharko","A dramatic yet heart-warming story of cross-cultural friendship among children in the aftermath of WWII, presented by Tokyo-based award-winning animation studio Production I.G. Based on true events.","Japanese, Russian, Korean",Japan,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwNzYzNjc4M15BMl5BanBnXkFtZTgwMDQ0MzQ1NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.4,"1,416",tt3178174,movie,N/A,N/A,N/A,N/A,True
91,Vengeance,2009,NOT RATED,20 May 2009,108 min,"Action, Crime, Thriller",Johnnie To,Ka-Fai Wai (screenplay),"Johnny Hallyday, Anthony Chau-Sang Wong, Simon Yam, Suet Lam","A French chef swears revenge after a violent attack on his daughter's family in Macau, during which her husband and her two children are murdered. To help him find the killers, he hires three local hit-men working for the mafia.","Cantonese, English, French","Hong Kong, France",4 nominations.,https://m.media-amazon.com/images/M/MV5BY2RkZDY1MzUtZDYxZS00ZDAwLThlMWEtMzljOTE4MDVmYTFiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"5,859",tt1329454,movie,16 Nov 2010,N/A,IFC Films,http://www.ifcfilms.com/all-genres/action-adventure/vengeance,True
92,Supercondriaque,2014,G,26 Feb 2014,107 min,Comedy,Dany Boon,"Dany Boon (original idea), Dany Boon (scenario and dialogue)","Dany Boon, Kad Merad, Alice Pol, Jean-Yves Berteloot","Romain Faubert is a 39 year old, single, medical photographer.. and a raging hypochondriac. His doctor and only friend Dr. Dimitri Zvenka, thinks he knows a cure for Romain: dating. But ...","French, English, Ukrainian","France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BMjk2ZDFjYTUtY2U0YS00MjViLWFhOTgtNWIxOGIwOTA4YWFiXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"6,710",tt3421514,movie,N/A,N/A,Equinoxe Films,N/A,True
93,Repentance,1984,PG,01 Mar 1987,153 min,"Comedy, Drama",Tengiz Abuladze,"Tengiz Abuladze, Nana Janelidze, Rezo Kveselava","Avtandil Makharadze, Ia Ninidze, Zeinab Botsvadze, Ketevan Abuladze","The day after the funeral of Varlam Aravidze, the mayor of a small Georgian town, his corpse turns up in his son's garden and is secretly reburied. But the corpse keeps returning, and the ...","Georgian, Russian, Italian, German",Soviet Union,Nominated for 1 Golden Globe. Another 11 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzIwNTAyNTEyNl5BMl5BanBnXkFtZTcwODU3NDQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,8.4,"3,306",tt0093754,movie,06 Jan 2004,N/A,Media Home Entertainment,N/A,True
94,Son of God,2014,PG-13,28 Feb 2014,138 min,"Biography, Drama, History",Christopher Spencer,"Richard Bedser, Christopher Spencer, Colin Swash, Nic Young","Diogo Morgado, Greg Hicks, Adrian Schiller, Darwin Shaw","The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.","English, Hebrew",USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjA3NjQ2ODYwN15BMl5BanBnXkFtZTgwNTQ0NDc2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.7,"17,320",tt3210686,movie,03 Jun 2014,"$46,305,287",20th Century Fox,http://www.SonofGodMovie.com,True
95,300: Rise of an Empire,2014,R,07 Mar 2014,102 min,"Action, Fantasy, War",Noam Murro,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson","Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",English,USA,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.2,"259,061",tt1253863,movie,24 Jun 2014,"$91,024,535",Warner Bros. Pictures,http://www.300themovie.com/,True
96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
97,Chef,2014,R,30 May 2014,114 min,"Adventure, Comedy, Drama",Jon Favreau,Jon Favreau,"Jon Favreau, John Leguizamo, Bobby Cannavale, Emjay Anthony","A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.","English, Spanish",USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY5NTYzNTA1M15BMl5BanBnXkFtZTgwODIwODU1MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.3,"170,740",tt2883512,movie,30 Sep 2014,"$23,678,226",Open Road Films,http://www.facebook.com/ChefTheFilm,True
98,Neighbors,2014,R,09 May 2014,97 min,Comedy,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas","After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",English,USA,6 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.3,"261,106",tt2004420,movie,23 Sep 2014,"$134,413,041",Universal Pictures,http://www.neighbors-movie.com/,True
99,Predestination,2014,R,09 Jan 2015,97 min,"Drama, Mystery, Sci-Fi, Thriller","Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig, Robert A. Heinlein (based on the short story ""All You Zombies"" by)","Ethan Hawke, Sarah Snook, Christopher Kirby, Christopher Sommers","For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",English,"Australia, USA",11 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTAzODc3NjU1NzNeQTJeQWpwZ15BbWU4MDk5NTQ4NTMx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.5,"220,936",tt2397535,movie,10 Feb 2015,"$201,560",Sony Pictures,http://www.facebook.com/PredestinationMovie,True
100,Faults,2014,Not Rated,06 Mar 2015,89 min,"Comedy, Crime, Drama",Riley Stearns,Riley Stearns,"Leland Orser, Mary Elizabeth Winstead, Chris Ellis, Jon Gries",A man who debunks mind control techniques as a profession must help a couple whose daughter has recently joined a cult.,English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BODYyOTMyNjMzMl5BMl5BanBnXkFtZTgwODgwNjQ3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.7,"6,806",tt3021360,movie,03 Aug 2015,N/A,Screen Media Films,http://screenmediafilms.net/faults/,True
101,Vessel,2012,N/A,N/A,14 min,"Short, Horror, Sci-Fi, Thriller",Clark Baker,"Ross Duffer, Matt Duffer","Brandon Bales, Julie Mintz, Whit Spurgeon, Alan Pietruszewski","Vessel is the story of the passengers of Flight 298, a red-eye on its way from Boston to San Francisco. Midway through the flight the passengers encounter an otherworldly force and are ...",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjcyMDM3NjY2MF5BMl5BanBnXkFtZTcwODczNTY4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,332,tt2164708,movie,N/A,N/A,N/A,N/A,True
102,Before I Disappear,2014,Unrated,28 Nov 2014,93 min,Drama,Shawn Christensen,Shawn Christensen,"Shawn Christensen, Fatima Ptacek, Emmy Rossum, Paul Wesley","At the lowest point of his life, Richie gets a call from his estranged sister, asking him to look after his eleven-year old niece, Sophia, for a few hours.",English,"USA, UK",16 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNjU2MjY1MjA1NV5BMl5BanBnXkFtZTgwOTk2MDMxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,7.2,"8,339",tt3060492,movie,19 May 2015,"$2,676",IFC Films,http://www.ifcfilms.com,True
103,Noah,2014,PG-13,28 Mar 2014,138 min,"Action, Adventure, Drama",Darren Aronofsky,"Darren Aronofsky, Ari Handel","Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins",Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,English,USA,Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2OTgyNTc0Ml5BMl5BanBnXkFtZTgwNDM1NTQxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,5.8,"226,651",tt1959490,movie,29 Jul 2014,"$101,160,529",Paramount Pictures,http://www.noahmovie.com/,True
104,Muppets Most Wanted,2014,PG,21 Mar 2014,107 min,"Adventure, Comedy, Crime, Family, Musical, Mystery",James Bobin,"James Bobin, Nicholas Stoller, Jim Henson (based on)","Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire","While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.","English, German",USA,3 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2OTc0MzAxMDVeQTJeQWpwZ15BbWU4MDUyOTgxNDIx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"28,626",tt2281587,movie,12 Aug 2014,"$46,429,909",Walt Disney Pictures,http://muppets.disney.com/muppets-most-wanted,True
105,Fiston,2014,N/A,12 Mar 2014,88 min,Comedy,Pascal Bourdiaux,Daive Cohen,"Kev Adams, Franck Dubosc, Nora Arnezeder, Valérie Benguigui","Alex is in love with Sandra since childhood but has never dared approach her.He asks Antoine, a lonely writer to help him seduce her, because in his time he was the only one to conquer the heart of the mother.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BMWI0N2RiYjktOWM5Mi00MThjLTgxNTItZDU5NWNlMGFlMjViXkEyXkFqcGdeQXVyMjkzMDQ1Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"1,059",tt2836252,movie,N/A,N/A,Monkey Pack Films,N/A,True
106,Need for Speed,2014,PG-13,14 Mar 2014,132 min,"Action, Crime, Thriller",Scott Waugh,"George Gatins (screenplay), George Gatins (story), John Gatins (story)","Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",English,"USA, India, UK, France, Philippines",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.5,"153,460",tt2369135,movie,05 Aug 2014,"$40,138,026",Walt Disney Studios,http://TheNeedForSpeedMovie.com,True
107,Captain America: The Winter Soldier,2014,PG-13,04 Apr 2014,136 min,"Action, Adventure, Sci-Fi, Thriller","Anthony Russo, Joe Russo","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Joe Simon (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","English, French",USA,Nominated for 1 Oscar. Another 5 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.8,"638,609",tt1843866,movie,09 Sep 2014,"$228,636,083",Walt Disney Pictures,http://marvel.com/captainamerica,True
