,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
68,Song to Song,2017,R,17 Mar 2017,129 min,"Drama, Music, Romance",Terrence Malick,Terrence Malick,"Ryan Gosling, Rooney Mara, Michael Fassbender, Natalie Portman","Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.",English,USA,8 nominations.,https://m.media-amazon.com/images/M/MV5BNzI1MTg0MzEyOF5BMl5BanBnXkFtZTgwNzk4Mjk0MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.7,"15,068",tt2062700,movie,04 Jul 2017,"$421,856",Broad Green Pictures,http://www.songtosongmovie.com/,True
69,T2 Trainspotting,2017,R,31 Mar 2017,117 min,Drama,Danny Boyle,"John Hodge, Irvine Welsh (based on the books Porno and Trainspotting by)","Ewan McGregor, Logan Gillies, Ben Skelton, Aiden Haggarty","After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.","English, Bulgarian, Scots",UK,6 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjI0MTE1ODkzMl5BMl5BanBnXkFtZTgwMTQ1MTg5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"92,368",tt2763304,movie,27 Jun 2017,"$2,395,410",TriStar Pictures,http://www.sonypictures.com/movies/t2trainspotting/,True
70,Power Rangers,2017,PG-13,24 Mar 2017,124 min,"Action, Adventure, Sci-Fi",Dean Israelite,"John Gatins (screenplay by), Matt Sazama (story by), Burk Sharpless (story by), Michele Mulroney (story by), Kieran Mulroney (story by), Haim Saban (based upon ""Power Rangers"" created by), Saburo Yatsude (television series: ""Super Sentai""), Shôtarô Ishinomori (television series: ""Super Sentai"")","Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.","English, Mandarin","USA, Hong Kong, Japan, Mexico, Canada, New Zealand",6 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1MTkxNzc5NF5BMl5BanBnXkFtZTgwOTM2Mzk3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.0,"89,019",tt3717490,movie,27 Jun 2017,"$85,275,488",Lionsgate Films,http://www.PowerRangers.Movie,True
71,CHIPS,2017,R,24 Mar 2017,100 min,"Action, Comedy, Crime",Dax Shepard,"Rick Rosner (based on the television series created by), Dax Shepard","Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar","A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","English, Spanish",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,6.0,"35,141",tt0493405,movie,27 Jun 2017,"$18,591,819",Warner Bros. Pictures,http://chipsthemovie.com/,True
72,Life,2017,R,24 Mar 2017,104 min,"Horror, Sci-Fi, Thriller",Daniel Espinosa,"Rhett Reese, Paul Wernick","Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,"English, Japanese, Vietnamese",USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMzAwMmQxNTctYjVmYi00MDdlLWEzMWUtOTE5NTRiNDhhNjI2L2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"173,250",tt5442430,movie,20 Jun 2017,"$30,180,466",Skydance Films,http://www.lifemovie.com/,True
73,Wilson,2017,R,24 Mar 2017,94 min,"Comedy, Drama",Craig Johnson,"Daniel Clowes (graphic novel), Daniel Clowes (screenplay)","Woody Harrelson, Sandy Oian-Thomas, Shaun Brown, James Robert Miller","A lonely, neurotic, and hilariously honest middle-aged man reunites with his estranged wife, and meets his teenage daughter for the first time.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTc2Njc3MzI4Ml5BMl5BanBnXkFtZTgwMTYzMTgxMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.8,"8,693",tt1781058,movie,20 Jun 2017,"$652,997",Fox Searchlight,N/A,True
74,The Blackcoat's Daughter,2015,R,16 Feb 2017,93 min,"Horror, Thriller",Oz Perkins,Oz Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, James Remar",Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,English,"Canada, USA",6 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2NTQ3NTEzNF5BMl5BanBnXkFtZTgwMzA0MzY1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,5.9,"11,228",tt3286052,movie,30 May 2017,"$19,980",A24 and DIRECTV,http://theblackcoatsdaughter-movie.com/,True
75,The Discovery,2017,TV-MA,31 Mar 2017,102 min,"Drama, Mystery, Romance, Sci-Fi, Thriller",Charlie McDowell,"Charlie McDowell, Justin Lader","Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel","Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTUzNjE5ODYwN15BMl5BanBnXkFtZTgwMTY4MjQ1MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.3,"23,874",tt5155780,movie,31 Mar 2017,N/A,Netflix,N/A,True
76,Ghost in the Shell,2017,PG-13,31 Mar 2017,107 min,"Action, Drama, Sci-Fi, Thriller",Rupert Sanders,"Shirow Masamune (based on the comic ""The Ghost in the Shell"" by), Jamie Moss (screenplay by), William Wheeler (screenplay by), Ehren Kruger (screenplay by)","Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche","In the near future, Major Mila Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.","English, Japanese","USA, India, Hong Kong, China",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,"170,695",tt1219827,movie,25 Jul 2017,"$40,533,014",Paramount Pictures,https://www.facebook.com/GhostInTheShellMovie/,True
77,The Zookeeper's Wife,2017,PG-13,07 Apr 2017,127 min,"Biography, Drama, History, War",Niki Caro,"Angela Workman (screenplay), Diane Ackerman (based on the book by)","Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford","The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion.","English, German, Hebrew","Czech Republic, UK, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNTY3YmZmYmMtZjc3Zi00N2VjLWE5ZGMtN2M0ODkzOGQ5M2UyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk1MTQ3NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"30,116",tt1730768,movie,04 Jul 2017,"$17,407,536",Focus Features,http://www.focusfeatures.com/thezookeeperswife/,True
78,The Fate of the Furious,2017,PG-13,14 Apr 2017,136 min,"Action, Crime, Thriller",F. Gary Gray,"Gary Scott Thompson (based on characters created by), Chris Morgan","Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez","When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.","English, Russian","China, USA, Japan",1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.7,"174,592",tt4630562,movie,11 Jul 2017,"$225,697,400",Universal Pictures,N/A,True
79,Smurfs: The Lost Village,2017,PG,07 Apr 2017,90 min,"Animation, Adventure, Comedy, Family, Fantasy",Kelly Asbury,"Stacey Harman, Pamela Ribon, Peyo (based on the characters and works of)","Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer","In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",English,"USA, Hong Kong, Canada",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1NjgyMTYzM15BMl5BanBnXkFtZTgwMzIxNDc4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.0,"14,746",tt2398241,movie,11 Jul 2017,"$45,011,202",Sony Pictures,N/A,True
80,Aftermath,2017,R,07 Apr 2017,94 min,"Drama, Thriller",Elliott Lester,Javier Gullón,"Arnold Schwarzenegger, Scoot McNairy, Maggie Grace, Judah Nelson",Two strangers' lives become inextricably bound together after a devastating plane crash.,"English, Thai","USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BMWFkYmM2ZTctNmZjZi00MWQwLWI0MjctZDdiNjJlMTlmNzdkL2ltYWdlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.7,"17,301",tt4581576,movie,06 Jun 2017,N/A,Lionsgate Premiere,N/A,True
81,The Case for Christ,2017,PG,07 Apr 2017,112 min,"Biography, Drama",Jon Gunn,"Brian Bird (screenplay by), Lee Strobel (based on the book by)","Erika Christensen, Faye Dunaway, Frankie Faison, Robert Forster",An investigative journalist and self-proclaimed atheist sets out to disprove the existence of God after his wife becomes a Christian.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTJmZWMwNDQtNGUzZS00MWRiLThmMjctNTY3NGY1ODE5M2ExL2ltYWdlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.2,"6,103",tt6113488,movie,15 Aug 2017,"$14,678,714",Pure Flix,http://caseforchristmovie.pureflix.com/,True
82,Colossal,2016,R,21 Apr 2017,109 min,"Comedy, Drama, Fantasy, Sci-Fi, Thriller",Nacho Vigalondo,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell, Tim Blake Nelson","Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.","English, Korean","Canada, USA, Spain, South Korea",3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2NTExOTA2MF5BMl5BanBnXkFtZTgwNTMwMjE2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.2,"48,695",tt4680182,movie,01 Aug 2017,"$3,027,134",NEON,N/A,True
83,Gifted,2017,PG-13,12 Apr 2017,101 min,Drama,Marc Webb,Tom Flynn,"Chris Evans, Mckenna Grace, Lindsay Duncan, Octavia Spencer","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",English,USA,6 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ2NDU3NDE0M15BMl5BanBnXkFtZTgwMjA3OTg0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.6,"79,321",tt4481414,movie,25 Jul 2017,"$24,799,765",N/A,N/A,True
84,Going in Style,2017,PG-13,07 Apr 2017,96 min,"Comedy, Crime",Zach Braff,"Theodore Melfi (screenplay by), Edward Cannon (based on the story by)","Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTc5Mzg3NjI4OF5BMl5BanBnXkFtZTgwNzA3Mzg4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.6,"62,881",tt2568862,movie,30 Mar 2004,N/A,Warner Bros. Pictures,N/A,True
85,Your Name,2015,N/A,04 Jul 2015,22 min,Short,Megumi Shiraishi,N/A,N/A,Ibe Riki and Riko Takeo are preparing for a wedding ceremony.,N/A,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMGY0ZjY4ZGItNmY1Ny00YzAwLWI0Y2EtODQwZTcwMDU0NzgyXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,221,tt6033368,movie,N/A,N/A,N/A,N/A,True
86,Guardians of the Galaxy Vol. 2,2017,PG-13,05 May 2017,136 min,"Action, Adventure, Comedy, Sci-Fi",James Gunn,"James Gunn, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Jim Starlin (Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Steve Gerber (Howard the Duck created by), Val Mayerik (Howard the Duck created by)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",English,USA,Nominated for 1 Oscar. Another 12 wins & 42 nominations.,https://m.media-amazon.com/images/M/MV5BMTg2MzI1MTg3OF5BMl5BanBnXkFtZTgwNTU3NDA2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.7,"449,175",tt3896198,movie,22 Aug 2017,"$389,804,217",Walt Disney Pictures,https://marvel.com/guardians,True
87,The Lost City of Z,2016,PG-13,21 Apr 2017,141 min,"Adventure, Biography, Drama, History",James Gray,"James Gray (written for the screen by), David Grann (based on the book by)","Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland","A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.","English, Portuguese, Tupi, Spanish, German",USA,5 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BMjQzNTk3MTkyNF5BMl5BanBnXkFtZTgwMDA2MDQzMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.6,"64,207",tt1212428,movie,11 Jul 2017,"$8,554,554",Amazon Studios/Bleecker Street Media,http://www.lostcityofz.com/,True
88,My Entire High School Sinking Into the Sea,2016,PG-13,23 Sep 2016,75 min,"Animation, Comedy, Drama",Dash Shaw,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Adam Lustick","An earthquake causes a high school to float into the sea, where it slowly sinks like a shipwreck.",English,USA,1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTc1ODk0NzEwNl5BMl5BanBnXkFtZTgwMjQ2MzQ1MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.1,759,tt5538568,movie,23 Jan 2018,"$65,250",GKIDS,http://www.gkids.com/films/my-entire-high-school-sinking-into-the-sea/,True
89,The Outcasts,2017,PG-13,14 Apr 2017,95 min,Comedy,Peter Hutchings,"Dominique Ferrari, Suzanne Wrubel","Victoria Justice, Eden Sher, Ashley Rickards, Avan Jogia","After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk1N2Y3MDctODY4MS00M2I5LWE2YzEtMThmODAwMjEwMTA4XkEyXkFqcGdeQXVyMjMwMzk5OTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.5,"2,824",tt2597760,movie,14 Apr 2017,N/A,BCDF Pictures,http://theoutcastsmovie.com/,True
90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
91,A Quiet Passion,2016,PG-13,07 Apr 2017,125 min,"Biography, Drama",Terence Davies,Terence Davies,"Emma Bell, Sara Vertongen, Rose Williams, Benjamin Wainwright","The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",English,"UK, Belgium, USA",3 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BZDNhNDg5ZGItMzA2YS00NDRlLWE2NTItNWQ0OGEwZGIyOTc2XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.6,"4,365",tt2392830,movie,11 Jul 2017,"$1,864,266",Hurricane Films,http://www.hurricanefilms.net/,True
92,Spark,1998,NOT RATED,16 Jan 1998,103 min,"Drama, Thriller",Garret Williams,Garret Williams,"Terrence Howard, Nicole Ari Parker, Brendan Sexton III, Sandra Ellis Lafferty","An urban black couple (Terrence Howard, Nicole Parker) traveling via back roads from Chicago to LA has a car breakdown in a backwater town where everyone is white trailer trash and racial ...",N/A,USA,1 win.,https://ia.media-imdb.com/images/M/MV5BMTkyODE3Mzk2Ml5BMl5BanBnXkFtZTcwNDk5MTU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,207,tt0159765,movie,15 May 2007,N/A,WARNER BROTHERS PICTURES,N/A,True
93,Born in China,2016,G,21 Apr 2017,79 min,Documentary,Chuan Lu,"David Fowler, Brian Leith, Phil Chapman, Chuan Lu","John Krasinski, Claire Keim, Xun Zhou","Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.","English, Chinese","UK, China, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTYyMDE5NDU4NV5BMl5BanBnXkFtZTgwNjQ5MjE4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.2,"2,901",tt4629266,movie,N/A,"$13,861,159",Disneynature,http://nature.disney.com/born-in-china,True
94,Free Fire,2016,R,21 Apr 2017,91 min,"Action, Comedy, Crime, Thriller",Ben Wheatley,"Amy Jump (screenplay by), Ben Wheatley (screenplay by)","Enzo Cilenti, Sam Riley, Michael Smiley, Brie Larson","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",English,UK,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BOWZjMDVhMDgtMTljZC00NmM0LWE1ODYtNGZmMGRhZTc3MTg2XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.4,"34,541",tt4158096,movie,18 Jul 2017,"$1,798,483",A24 Films,http://freefire-movie.com/,True
95,Phoenix Forgotten,2017,PG-13,21 Apr 2017,87 min,"Horror, Mystery, Sci-Fi, Thriller",Justin Barber,"T.S. Nowlin, Justin Barber","Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez, Justin Matthews","20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUxODEyNjEzNl5BMl5BanBnXkFtZTgwMDQyMTM2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.2,"4,547",tt6574272,movie,01 Aug 2017,"$3,599,570",Cinelou Films,http://www.phoenixforgotten.com/,True
96,The Promise,2016,PG-13,21 Apr 2017,133 min,"Drama, History",Terry George,"Terry George, Robin Swicord","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","English, Armenian, German, French, Turkish","Spain, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYTI5NmI0N2UtOWQyOC00MDg2LWI5YWUtNWEwZTgyM2VlYThmXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.1,"163,532",tt4776998,movie,18 Jul 2017,"$8,186,236",Open Road Films,http://thepromise.movie/,True
97,Unforgettable,2011–2016,TV-14,20 Sep 2011,60 min,"Crime, Drama, Mystery",N/A,"John Bellucci, Ed Redlich","Poppy Montgomery, Dylan Walsh, James Hiroyuki Liao, Jane Curtin","Carrie Wells, a former police detective, has a rare ability to remember virtually everything she experiences including detailed visual recall. She returns to police work and uses her ability to solve crimes.",N/A,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYwMzU5NDM5Ml5BMl5BanBnXkFtZTcwMjkyOTYzNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"14,544",tt1842530,series,N/A,N/A,N/A,N/A,True
98,The Circle,2017,PG-13,28 Apr 2017,110 min,"Drama, Sci-Fi, Thriller",James Ponsoldt,"James Ponsoldt (screenplay by), Dave Eggers (screenplay by), Dave Eggers (based on the novel by)","Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton","A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",English,"United Arab Emirates, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjY2OTM2Njc3Ml5BMl5BanBnXkFtZTgwNDgzODU3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.3,"69,696",tt4287320,movie,01 Aug 2017,"$20,476,300",EuropaCorp / STXfilms,http://wearethecircle.com,True
99,Baahubali 2: The Conclusion,2017,Not Rated,28 Apr 2017,167 min,"Action, Drama, Fantasy",S.S. Rajamouli,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue), Mankombu Gopalakrishnan (malayalam dialogue)","Prabhas, Rana Daggubati, Anushka Shetty, Sathyaraj","When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","Telugu, Tamil, Hindi, Malayalam",India,5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BOGNlNmRkMjctNDgxMC00NzFhLWIzY2YtZDk3ZDE0NWZhZDBlXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.3,"63,551",tt4849438,movie,N/A,"$18,977,072",Arka Media Works,http://baahubali.com/,True
100,How to Be a Latin Lover,2017,PG-13,28 Apr 2017,115 min,"Comedy, Drama",Ken Marino,"Jon Zack, Chris Spain","Eugenio Derbez, Salma Hayek, Raphael Alejandro, Rob Lowe","Finding himself dumped after 25 years of marriage, a man who made a career of seducing rich older women must move in with his estranged sister, where he begins to learn the value of family.","English, Spanish",USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYTAwZDk5NzItM2U0MS00NDUxLTgwMDAtNzVmZDMxMzMxMWYxXkEyXkFqcGdeQXVyNTAwODk1NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.9,"11,300",tt4795124,movie,15 Aug 2017,"$32,088,029",Pantelion Films,http://www.howtobealatinlover.movie/,True
