,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
76,Tevar,2015,NOT RATED,09 Jan 2015,157 min,"Action, Drama, Romance, Thriller",Amit Ravindernath Sharma,"Gunasekhar, Shantanu Srivastava","Arjun Kapoor, Sonakshi Sinha, Manoj Bajpayee, Deepti Naval","Caught in the middle of a lethal unrequited love, an athlete protects a young woman from an unwanted marriage.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMTQyMTYwMDc5N15BMl5BanBnXkFtZTgwMTY3NTk5MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,4.2,"2,632",tt3398048,movie,N/A,"$234,207",Eros Entertainment,https://www.facebook.com/TevarMovie,True
77,Accidental Love,2015,PG-13,10 Feb 2015,100 min,"Comedy, Romance",David O. Russell,"Kristin Gore (screenplay), Matthew Silverstein (screenplay), Dave Jeser (screenplay), Kristin Gore (screen story), Matthew Silverstein (screen story), Dave Jeser (screen story), Kristin Gore (novel)","Jessica Biel, Raymond L. Brown Jr., Jenny Gulley, Beverly D'Angelo","A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, D.C., where sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?","English, Portuguese","USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BMjE4MDE3Nzk1OV5BMl5BanBnXkFtZTgwMDg2ODE5MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,4.1,"6,913",tt1137470,movie,28 Apr 2015,N/A,Millennium Entertainment,http://www.accidentallovemovie.com/,True
78,Somewhere Only We Know,2015,N/A,13 Feb 2015,109 min,"Drama, Romance",Jinglei Xu,"Shiqing Cheng, Qinger Liang, Pengli Situ, Shuo Wang, Yun Wang, Jinglei Xu, Meng Zhao","Kris Wu, Likun Wang, Jinglei Xu, Gordon Alexander",A guy meets a girl and they go on an amazing adventure together.,"Mandarin, English",China,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjEyNTI3MDI2N15BMl5BanBnXkFtZTgwNDEyMzYzNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,630,tt4074958,movie,N/A,"$4,010",China Lion Film Distribution,http://www.onlyweknowmovie.com/,True
79,Aferim!,2015,Not Rated,22 Jan 2016,108 min,"Adventure, Comedy, Drama, History, Western",Radu Jude,"Radu Jude (screenplay), Florin Lazarescu","Teodor Corban, Mihai Comanoiu, Toma Cuzin, Alexandru Dabija","Set in early 19th century Romania, a policeman, Costandin, is hired by a nobleman to find a Gypsy slave who has run away from his estate after having an affair with his wife.","Romanian, Turkish, Romany","Romania, Bulgaria, Czech Republic, France",23 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNTgxNjA5MDkzNF5BMl5BanBnXkFtZTgwMTUyNzA5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.6,"5,691",tt4374460,movie,N/A,N/A,N/A,N/A,True
80,The Duff,2015,PG-13,20 Feb 2015,101 min,"Comedy, Romance",Ari Sandel,"Josh A. Cagan (screenplay), Kody Keplinger (novel)","Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","English, Spanish",USA,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"71,975",tt1666801,movie,09 Jun 2015,"$30,777,437",Lionsgate Films,http://theduffmovie.com/,True
81,Muhammad: The Messenger of God,2015,N/A,27 Aug 2015,162 min,"Biography, Drama, History",Majid Majidi,"Hamid Amjad, Majid Majidi, Reza Mirkarimi (script advisor), Kambuzia Partovi","Mahdi Pakdel, Sareh Bayat, Mina Sadati, Ali Reza Shoja-Nuri","The events, trials and tribulations of the city of Makkah in 7th century AD.","Persian, Arabic, English",Iran,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMGU0OWEwMmYtNjRjNi00ZmU3LTk3NWUtMjg4ZWE0MjdhMzFlXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"7,280",tt3921314,movie,N/A,N/A,N/A,N/A,True
82,Cinderella,2015,PG,13 Mar 2015,105 min,"Drama, Family, Fantasy, Romance",Kenneth Branagh,"Chris Weitz (screenplay by), Charles Perrault (story)","Cate Blanchett, Lily James, Richard Madden, Helena Bonham Carter","When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",English,"USA, UK",Nominated for 1 Oscar. Another 8 wins & 35 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"139,267",tt1661199,movie,15 Sep 2015,"$183,327,144",Walt Disney Pictures,http://movies.disney.com/cinderella/,True
83,Jackpot,2011,Not Rated,27 Jun 2014,86 min,"Action, Comedy, Crime",Magnus Martens,"Magnus Martens (screenplay), Jo Nesbø (story)","Kyrre Hellum, Mads Ousdal, Henrik Mestad, Arthur Berning","Terrified and bloody, Oscar Svendsen awakes clinched to a shotgun in a strippers joint. Around him 8 dead men, and police aiming at him. To Oscar it's clear that he is innocent. It all started when four chaps won 1,7 million on the pools...","Norwegian, Swedish",Norway,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjMyMTg2MTgwMV5BMl5BanBnXkFtZTgwMDQ1NTcwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"2,910",tt1809231,movie,25 Aug 2014,N/A,Music Box Films,http://www.musicboxfilms.com/jackpot-movies-92.php,True
84,The Last Five Years,2014,PG-13,18 Feb 2015,94 min,"Comedy, Drama, Musical, Romance",Richard LaGravenese,"Jason Robert Brown (based on the musical play by), Richard LaGravenese (screenplay)","Anna Kendrick, Jeremy Jordan, Tamara Mintz, Cassandra Inman",A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA2MTMwMjIxMTdeQTJeQWpwZ15BbWU4MDAwMTYxNzMx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,5.9,"8,620",tt2474024,movie,05 May 2015,N/A,Radius-TWC,http://lastfiveyearsmovie.com/,True
85,Dragon Blade,2015,R,04 Sep 2015,127 min,"Action, Adventure, Drama, Fantasy, History",Daniel Lee,Daniel Lee,"Jackie Chan, John Cusack, Adrien Brody, Si Won Choi","When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.","Mandarin, English, Latin","China, Hong Kong",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk0MjgxOTQ5MF5BMl5BanBnXkFtZTgwODA3NTUwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.0,"16,159",tt3672840,movie,22 Dec 2015,"$72,413",Lionsgate Premiere,N/A,True
86,12 Golden Ducks,2015,N/A,19 Feb 2015,84 min,Comedy,Matt Chow,Matt Chow (screenplay),"Sandra Kwan Yue Ng, Louis Koo, Wilfred Lau, Anthony Chau-Sang Wong","Future Chang, a former gigolo, is devastated by an affair and returns to Thailand. With help from a former friend, he works hard to get in shape to return to Hong Kong to make a comeback in the male escort trade.","Cantonese, Mandarin, English, Thai",Hong Kong,N/A,https://m.media-amazon.com/images/M/MV5BMzU1MzBmN2UtNjlhMi00M2Q1LTk5YTktYTE3NjQxOGFhOTQwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,237,tt4409852,movie,N/A,N/A,Asia Releasing LLC,N/A,True
87,Wolf Totem,2015,PG-13,19 Feb 2015,121 min,"Adventure, Drama",Jean-Jacques Annaud,"Jiang Rong (based on the novel by), Alain Godard (screenplay), Jean-Jacques Annaud (screenplay), Wei Lu (screenplay), John Collee (screenplay)","Shaofeng Feng, Shawn Dou, Ankhnyam Ragchaa, Zhusheng Yin","During China's Cultural Revolution, a young urban student is sent to live with Mongolian herders, where he adopts a wolf cub.","Mandarin, Mongolian","China, France",11 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BN2ZlNWY0ZDUtZTI2ZC00OGI1LTg1ZWQtZDRmMWNjMTMwYzg5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"4,967",tt2909116,movie,15 Dec 2015,N/A,Sony Pictures,http://www.marsdistribution.com/film/le_dernier_loup,True
88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
89,Badlapur,2015,N/A,20 Feb 2015,134 min,"Action, Crime, Drama, Thriller",Sriram Raghavan,"Massimo Carlotto (story), Sriram Raghavan (screenplay and dialogue), Arijit Biswas (screenplay and dialogue), Pooja Ladha Surti (screenplay and dialogue)","Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam, Huma Qureshi","An innocent man turns brutal when his family gets killed in a bank robbery and one of the perpetrators escapes. 15 years later, he begins his deadly game of vengeance.",Hindi,India,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMmIzOWY5NjMtOTNhOC00YzQxLTk2OTYtNzFkNTE4NGQzZmFmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.5,"18,528",tt3678782,movie,N/A,N/A,Eros International,N/A,True
90,Hot Tub Time Machine 2,2015,R,20 Feb 2015,93 min,"Comedy, Mystery, Sci-Fi",Steve Pink,"Josh Heald, Josh Heald (characters), John Karnay (additional screenwriting)","Rob Corddry, Craig Robinson, Clark Duke, Adam Scott","When Lou gets killed, Nick and Jacob fire up the hot tub time machine to get back to the past, but they inadvertently land in the future with Adam Jr. Now they have to alter the future in ...",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3NzQzMzE0NV5BMl5BanBnXkFtZTgwMDM4MTI0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.1,"34,031",tt2637294,movie,19 May 2015,N/A,Paramount Pictures,http://www.hottubtimemachine2.com/,True
91,"McFarland, USA",2015,PG,20 Feb 2015,129 min,"Biography, Drama, Sport",Niki Caro,"Christopher Cleveland (screenplay), Bettina Gilois (screenplay), Grant Thompson (screenplay), Christopher Cleveland (story), Bettina Gilois (story)","Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",Jim White moves his family after losing his last job as a football coach. He sees that some of the students are worth starting a cross-country team and turns seven students with no hope into one of the best cross-country teams.,"English, Spanish",USA,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.4,"31,065",tt2097298,movie,02 Jun 2015,N/A,Walt Disney Pictures,http://movies.disney.com/mcfarland-usa,True
92,Aida,1953,APPROVED,08 Oct 1954,95 min,Musical,Clemente Fracassi,"Clemente Fracassi (screenplay), Antonio Ghislanzoni (based on the libretto by)","Sophia Loren, Renata Tebaldi, Lois Maxwell, Ebe Stignani","Aida, featuring the actress Sophia Loren, is a film adaptation of a theatre performance written by Verdi. The plot revolves around the character Radames who falls in love with what he ...","Italian, English",Italy,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMDA5YTM4YzctNjU4YS00ZjdmLTliNDAtMWNkNTI0ZWEwNTRlXkEyXkFqcGdeQXVyMjI4NzAzNjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,135,tt0045483,movie,03 Apr 2007,N/A,N/A,N/A,True
93,Focus,2015,R,27 Feb 2015,105 min,"Comedy, Crime, Drama, Romance","Glenn Ficarra, John Requa","Glenn Ficarra, John Requa","Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","English, Spanish","USA, Argentina",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"189,027",tt2381941,movie,02 Jun 2015,"$50,265,541",Warner Bros. Pictures,http://focusmovie.com/,True
94,The Second Best Exotic Marigold Hotel,2015,PG,06 Mar 2015,122 min,"Comedy, Drama",John Madden,"Ol Parker (screenplay by), Ol Parker (screen story by), John Madden (screen story by)","Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,English,"UK, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3MjkxNjc0OV5BMl5BanBnXkFtZTgwMjc0NDg0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"28,385",tt2555736,movie,14 Jul 2015,"$38,996,694",20th Century Fox,http://www.foxsearchlight.com/thesecondbestexoticmarigoldhotel/,True
95,A la mala,2015,PG-13,26 Feb 2015,99 min,Comedy,Pitipol Ybarra,"Issa López, Ari Rosen","Aislinn Derbez, Mauricio Ochmann, Aurora Papile, Luis Arrieta","When aspiring actress Maria Laura's best friend begs her to flirt with her boyfriend to test his fidelity, Maria finds a lucrative new career. After being hired by women across the city, ...",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNjEzODA5OTU3Nl5BMl5BanBnXkFtZTgwMzcyODAxNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.4,"2,092",tt4357170,movie,04 Aug 2015,"$2,813,529",Pantelion Films,http://www.alamalamovie.com/,True
96,The Lazarus Effect,2015,PG-13,27 Feb 2015,83 min,"Horror, Mystery, Sci-Fi, Thriller",David Gelb,"Luke Dawson, Jeremy Slater","Mark Duplass, Olivia Wilde, Sarah Bolger, Evan Peters",A group of medical researchers discover a way to bring dead patients back to life.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2ODM1OTA0M15BMl5BanBnXkFtZTgwMDMxMDI5MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.2,"36,635",tt2918436,movie,N/A,N/A,N/A,N/A,True
97,Be My Cat: A Film for Anne,2015,N/A,27 Apr 2018,87 min,"Horror, Thriller",Adrian Tofei,Adrian Tofei,"Adrian Tofei, Sonia Teodoriu, Florentina Hariton, Alexandra Stroe",An aspiring Romanian filmmaker obsessed with Hollywood actress Anne Hathaway goes to shocking extremes to convince Anne to star in his upcoming film.,English,Romania,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNGYzMGIwNDctMTFiMS00NjEyLWEwNmItNWU1NzVkYzBkZTQ1XkEyXkFqcGdeQXVyMjIwMjE3ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.4,708,tt3176980,movie,05 Dec 2016,N/A,Terror Films,N/A,True
98,Chappie,2015,R,06 Mar 2015,120 min,"Action, Crime, Drama, Sci-Fi, Thriller",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",English,"South Africa, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.8,"210,838",tt1823672,movie,16 Jun 2015,N/A,Sony Pictures,http://www.chappie-movie.com/,True
99,Road Hard,2015,Not Rated,06 Mar 2015,98 min,Comedy,"Adam Carolla, Kevin Hench","Adam Carolla, Kevin Hench","Larry Clarke, Jonathan Klein, Adam Carolla, Jim O'Heir","Following an expensive divorce and the cancellation of his TV show, a stand-up comic is forced to go back on the road to provide for his daughter.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI5MjA3MzIxMV5BMl5BanBnXkFtZTgwMDA5NjY2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.1,"1,649",tt3110770,movie,06 Oct 2015,N/A,FilmBuff,http://www.roadhardmovie.com/,True
100,Unfinished Business,2015,R,06 Mar 2015,91 min,"Comedy, Drama",Ken Scott,Steve Conrad,"Vince Vaughn, Tom Wilkinson, Dave Franco, Sienna Miller","A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.4,"28,287",tt2358925,movie,16 Jun 2015,N/A,20th Century Fox,http://www.UnfinishedBusinesstheMovie.com,True
101,Home,2015,PG,27 Mar 2015,94 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",Tim Johnson,"Tom J. Astle (screenplay by), Matt Ember (screenplay by), Adam Rex (book)","Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","English, French",USA,2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"84,794",tt2224026,movie,28 Jul 2015,"$157,801,252",DreamWorks Animation,http://www.meettheboov.com/,True
102,Baby(a)lone,2015,N/A,11 Mar 2015,90 min,Drama,Donato Rotunno,"Tullio Forgiarini, Donato Rotunno, Nicolas Steil","Joshua Defays, Charlotte Elsen, Etienne Halsdorf, Gintare Parulyte","Two troubled teens in Luxembourg act out their frustrations on the world, and slowly grow closer.",Luxembourgish,Luxembourg,1 nomination.,http://ia.media-imdb.com/images/M/MV5BOWEyMDU3ZjUtYzNiNC00OTYyLWIwZTQtNzgyZmQ0OWZiMmMyXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,29,tt3301888,movie,N/A,N/A,N/A,N/A,True
103,Cicak Man 3,2015,N/A,12 Mar 2015,N/A,Action,"Ghaz Abu Bakar, Yusry Abd Halim",N/A,"Zizan Razak, Lisa Surihani, Fizz Fairuz, Bell Ngasri","Set after 7 years of the event of Cicakman 2: Planet Hitam. Cicakman, the former superhero of Metrofulus had disappeared with people claiming Cicakman is dead or has retired. In his absence...",Malay,Malaysia,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BOWI4MDJlZDctMmJhNy00YjZmLWJiYzktYWYxYTJiZWUzMmZlXkEyXkFqcGdeQXVyNjY1NTMwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,43,tt3229648,movie,N/A,N/A,N/A,N/A,True
104,The Fencer,2015,N/A,21 Jul 2017,99 min,"Biography, Drama, History, Sport",Klaus Härö,Anna Heinämaa,"Märt Avandi, Ursula Ratasepp, Hendrik Toompere Sr., Liisa Koppel","Fleeing from the Russian secret police, a young Estonian fencer is forced to return to his homeland, where he becomes a physical education teacher at a local school. The past however catches up and puts him in front of a difficult choice.","Estonian, Russian, Armenian","Finland, Estonia, Germany",Nominated for 1 Golden Globe. Another 6 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ0MTEyMTY5Nl5BMl5BanBnXkFtZTgwMTczNzc5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.2,"3,881",tt2534634,movie,N/A,"$91,220",CFI,http://www.cafilm.org/thefencer/,True
105,The Final Girls,2015,PG-13,05 Nov 2015,88 min,"Comedy, Drama, Fantasy, Horror, Thriller",Todd Strauss-Schulson,"M.A. Fortin, Joshua John Miller","Taissa Farmiga, Malin Akerman, Alexander Ludwig, Nina Dobrev","A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",English,USA,6 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjI4Nzk2NzAzOV5BMl5BanBnXkFtZTgwNjI1NzY4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.6,"29,553",tt2118624,movie,03 Nov 2015,N/A,Stage 6 Films,http://https://www.facebook.com/TheFinalGirls,True
106,NH10,2015,NOT RATED,13 Mar 2015,115 min,"Action, Crime, Drama, Horror, Thriller",Navdeep Singh,Sudip Sharma,"Anushka Sharma, Neil Bhoopalam, Deepti Naval, Tanya Purohit","On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.","Hindi, Haryanvi",India,4 nominations.,https://m.media-amazon.com/images/M/MV5BOTUyMzk3MzQ5OV5BMl5BanBnXkFtZTgwNDM3MjM5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",N/A,7.2,"10,969",tt3742284,movie,N/A,"$262,586",Eros Entertainment,N/A,True
107,Run All Night,2015,R,13 Mar 2015,114 min,"Action, Crime, Drama, Thriller",Jaume Collet-Serra,Brad Ingelsby,"Liam Neeson, Ed Harris, Joel Kinnaman, Boyd Holbrook","Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU2ODI3ODEyOV5BMl5BanBnXkFtZTgwMTM3NTQzNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.6,"92,442",tt2199571,movie,16 Jun 2015,N/A,Warner Bros.,http://runallnightmovie.com/,True
108,Suite Française,2014,N/A,13 Mar 2015,107 min,"Drama, Romance, War",Saul Dibb,"Saul Dibb (screenplay), Matt Charman (screenplay), Irène Némirovsky (based on the novel by)","Michelle Williams, Kristin Scott Thomas, Margot Robbie, Eric Godon","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier.","English, German, French, Latin","UK, France, Canada, Belgium, USA",Nominated for 1 Primetime Emmy. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTczMjg3MzQ0NF5BMl5BanBnXkFtZTgwMDYyNzY4NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"19,111",tt0900387,movie,N/A,"$1,304,622",The Weinstein Company,N/A,True
109,Addicted to Fresno,2015,Not Rated,01 Sep 2015,85 min,"Comedy, Drama",Jamie Babbit,Karey Dornetto,"Judy Greer, Natasha Lyonne, Malcolm Barrett, Jessica St. Clair",Follows the lives two co-dependent sisters who work as hotel maids in Fresno.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTMxMzY0ODM2NV5BMl5BanBnXkFtZTgwODA3MDI1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.4,"1,961",tt4000870,movie,N/A,N/A,Gravitas Ventures,http://gamechanger-films.com/fresno-2/,True
