,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
62,Sherlock Gnomes,2018,PG,23 Mar 2018,86 min,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance",John Stevenson,"Ben Zazove (screenplay by), Andy Riley (story by), Kevin Cecil (story by), Emily Cook (story by), Kathy Greenberg (story by), Rob Sprackling (based on characters by), Johnny Smith (based on characters by), Andy Riley (based on characters by), Kevin Cecil (based on characters by), Kelly Asbury (based on characters by), Steve Hamilton Shaw","Kelly Asbury, Mary J. Blige, Emily Blunt, Julio Bonet","Garden gnomes, Gnomeo & Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.","English, Mandarin","UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTk4NzU3NzU2NV5BMl5BanBnXkFtZTgwNDc4NTI3NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.1,"7,098",tt2296777,movie,12 Jun 2018,N/A,Paramount Pictures,http://www.sherlockgnomes.com/,True
63,Unsane,2018,R,23 Mar 2018,98 min,"Drama, Horror, Mystery, Thriller",Steven Soderbergh,"Jonathan Bernstein, James Greer","Joshua Leonard, Claire Foy, Sarah Stiles, Marc Kudisch","A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear--but is it real or a product of her delusion?",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTYzMDYzMzA1MV5BMl5BanBnXkFtZTgwODUzODg2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.4,"28,953",tt7153766,movie,19 Jun 2018,N/A,Fingerprint Releasing and Bleecker Street,http://www.Unsane.Movie,True
64,"Paul, Apostle of Christ",2018,PG-13,23 Mar 2018,108 min,"Adventure, Biography, Drama, History",Andrew Hyatt,"Terence Berden, Andrew Hyatt","Jim Caviezel, James Faulkner, Olivier Martinez, Joanne Whalley",The story covers Paul going from the most infamous persecutor of Christians to Jesus Christ's most influential apostle.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWRkYTQ4NzctMDAwYS00NmE3LWI5NzUtMTMzNTQ0MDgwOWI1XkEyXkFqcGdeQXVyODQyOTY2OTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"5,026",tt7388562,movie,19 Jun 2018,N/A,Affirm Films,http://www.paulmovie.com/site/,True
65,Final Portrait,2017,R,23 Mar 2018,90 min,"Biography, Comedy, Drama",Stanley Tucci,"Stanley Tucci, James Lord (based on ""A Giacometti Portrait"" by)","Geoffrey Rush, Armie Hammer, Tony Shalhoub, Sylvie Testud",The story of Swiss painter and sculptor Alberto Giacometti.,"English, French, Italian",UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjM0Nzk3NDE5OF5BMl5BanBnXkFtZTgwNjQyODA5NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.3,"3,361",tt4494718,movie,31 Jul 2018,N/A,Sony Pictures Classics,http://sonyclassics.com/finalportrait/,True
66,Midnight Sun,2018,PG-13,23 Mar 2018,91 min,"Drama, Romance",Scott Speer,"Kenji Bando (based on the motion picture screenplay ""Taiyô no uta"" by), Eric Kirsten","Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard",A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjg0NjU1MjgyNF5BMl5BanBnXkFtZTgwNzc5NjYyNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.6,"13,769",tt4799066,movie,19 Jun 2018,N/A,Open Road Films,N/A,True
67,Followers,2017,Not Rated,23 Mar 2018,82 min,Thriller,Ryan Justice,N/A,"Amanda Delaney, Justin Maina, Sean Michael Gloria, Nishant Gogna",A social media couple's camping trip is ruined by filmmakers making a documentary on how easy it is to track someone down off social media and kill them.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTNkOWIwZDYtNDNkZi00MWY1LWFmYmEtNThiM2M5Y2QyNGRhXkEyXkFqcGdeQXVyNjIwMDc1NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,170,tt6251666,movie,N/A,N/A,N/A,N/A,True
68,Ready Player One,2018,PG-13,29 Mar 2018,140 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Zak Penn (screenplay by), Ernest Cline (screenplay by), Ernest Cline (based on the novel by)","Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe","When the creator of a virtual reality world called the OASIS dies, he releases a video in which he challenges all OASIS users to find his Easter Egg, which will give the finder his fortune.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.5,"275,757",tt1677720,movie,03 Jul 2018,N/A,Warner Bros. Pictures,http://readyplayeronemovie.com/,True
69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
70,God's Not Dead: A Light in Darkness,2018,PG,30 Mar 2018,105 min,Drama,Michael Mason,"Michael Mason, Howard Klausner","Megan Alexander, Adeeja Rochele Anderson, Carrlyn Bathe, Lauren Taylor Berkman","Pastor Dave responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTI4Y2Q1MGQtYjE3Yy00N2VkLTg5YTgtOGI4Y2QxMTA3NTgxXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,4.4,"2,358",tt6652708,movie,21 Aug 2018,N/A,Pure Flix Entertainment,http://www.GodsNotDead.com,True
71,Gemini,2017,R,30 Mar 2018,93 min,"Crime, Drama, Mystery, Thriller",Aaron Katz,Aaron Katz,"Lola Kirke, Zoë Kravitz, John Cho, Greta Lee","A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant unravels the mystery, she must confront her own understanding of friendship, truth and celebrity.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BNWMxOTMwMzktYjcyZS00MGY4LWJkYjMtYmViYzRkZTgwZDIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,5.5,"3,162",tt5795086,movie,26 Jun 2018,N/A,NEON,https://www.geminithefilm.com/,True
72,The Last Movie Star,2017,R,30 Mar 2018,94 min,Drama,Adam Rifkin,Adam Rifkin,"Burt Reynolds, Chevy Chase, Macy Whitener, Ariel Winter","An aging former movie star is forced to face the reality that his glory days are behind him. On its surface, the film is a tale about faded fame. At its core, it's a universal story about growing old.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNzc4ODYwMjEwNV5BMl5BanBnXkFtZTgwNTg1Mjg1NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.0,"2,538",tt5836316,movie,N/A,N/A,N/A,N/A,True
73,A Quiet Place,2018,PG-13,06 Apr 2018,90 min,"Drama, Horror, Mystery, Sci-Fi, Thriller",John Krasinski,"Bryan Woods (screenplay by), Scott Beck (screenplay by), John Krasinski (screenplay by), Bryan Woods (story by), Scott Beck (story by)","Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe","In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.","English, American Sign Language",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.6,"270,806",tt6644200,movie,10 Jul 2018,N/A,Paramount Pictures,https://www.facebook.com/AQuietPlaceMovie,True
74,Blockers,2018,R,06 Apr 2018,102 min,Comedy,Kay Cannon,"Brian Kehoe, Jim Kehoe","Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton",Three parents try to stop their daughters from losing their virginity on prom night.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.2,"51,756",tt2531344,movie,19 Jun 2018,N/A,Universal Pictures,https://www.blockersmovie.com/,True
75,You Were Never Really Here,2017,R,06 Apr 2018,89 min,"Crime, Drama, Mystery, Thriller",Lynne Ramsay,"Lynne Ramsay (screenplay by), Jonathan Ames (based on the book by)","Joaquin Phoenix, Dante Pereira-Olson, Larry Canady, Vinicius Damasceno","A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",English,"UK, France, USA",5 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.8,"63,629",tt5742374,movie,17 Jul 2018,N/A,Amazon Studios,http://www.youwereneverreallyhere.movie/,True
76,Chappaquiddick,2017,PG-13,06 Apr 2018,106 min,"Drama, History, Thriller",John Curran,"Taylor Allen, Andrew Logan","Jason Clarke, Kate Mara, Ed Helms, Bruce Dern","Depicting Ted Kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist, Mary Jo Kopechne.",English,"USA, Sweden",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU1ODM2Nzk1OV5BMl5BanBnXkFtZTgwMzA4MTc5NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.5,"8,786",tt5270948,movie,10 Jul 2018,N/A,Entertainment Studios Motion Pictures,N/A,True
77,Pandas,2018,G,06 Apr 2018,40 min,"Documentary, Short","David Douglas, Drew Fellman",Drew Fellman,"Kristen Bell, Wen Lei Bi, Rong Hou, Ben Kilham","In the mountains of Sichuan, China, a researcher forms a bond with Qian Qian, a panda who is about to experience nature for the first time.",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMTg3NzY4NTI3N15BMl5BanBnXkFtZTgwMzc0MDc4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.8,63,tt7860270,movie,N/A,N/A,IMAX,https://www.imax.com/movies/pandas,True
78,Lean on Pete,2017,R,06 Apr 2018,121 min,"Adventure, Drama",Andrew Haigh,"Andrew Haigh, Willy Vlautin (novel)","Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi","A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.","English, Spanish",UK,7 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.2,"7,741",tt5340300,movie,10 Jul 2018,N/A,A24,https://a24films.com/films/lean-on-pete,True
79,The Miracle Season,2018,PG,06 Apr 2018,101 min,"Drama, Sport",Sean McNamara,"David Aaron Cohen (screenplay by), Elissa Matsueda (screenplay by), David Aaron Cohen (story by)","Helen Hunt, Erin Moriarty, William Hurt, Danika Yarosh","After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDU1MjdhN2UtNGRjMC00N2M4LTg1ZTUtZDIzZjIyMzA3YWRmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.5,"2,720",tt5427194,movie,31 Jul 2018,N/A,LD Entertainment,http://www.miracleseason.movie/,True
80,Beirut,2018,R,11 Apr 2018,109 min,"Drama, Thriller",Brad Anderson,Tony Gilroy,"Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse","Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.","English, Arabic",USA,N/A,https://m.media-amazon.com/images/M/MV5BZWU5MjMxYmMtYzY2NS00MDU1LWIwMzAtMzIwYjY5NDIxZjZkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.4,"13,215",tt4669264,movie,03 Jul 2018,N/A,Bleecker Street,https://www.bleeckerstreetmedia.com/beirut,True
81,Rampage,2018,PG-13,13 Apr 2018,107 min,"Action, Adventure, Sci-Fi",Brad Peyton,"Ryan Engle (screenplay by), Carlton Cuse (screenplay by), Ryan J. Condal (screenplay by), Adam Sztykiel (screenplay by), Ryan Engle (story by)","Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","English, American Sign Language",USA,N/A,https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.1,"104,753",tt2231461,movie,26 Jun 2018,N/A,Warner Bros. Pictures,http://www.rampagethemovie.com/home,True
82,Truth or Dare,2018,PG-13,13 Apr 2018,100 min,"Horror, Thriller",Jeff Wadlow,"Michael Reisz (screenplay by), Jillian Jacobs (screenplay by), Christopher Roach (screenplay by), Jeff Wadlow (screenplay by), Michael Reisz (story by)","Lucy Hale, Tyler Posey, Violett Beane, Hayden Szeto",A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,"English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.1,"29,884",tt6772950,movie,17 Jul 2018,N/A,Universal Pictures,https://www.blumhousestruthordare.com/,True
83,The Rider,2017,R,13 Apr 2018,104 min,"Drama, Western",Chloé Zhao,Chloé Zhao,"Brady Jandreau, Mooney, Tim Jandreau, Lilly Jandreau","After suffering a near fatal head injury, a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of America.",English,USA,10 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ3ODM5MjY2N15BMl5BanBnXkFtZTgwOTU5MjM4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.5,"8,297",tt6217608,movie,07 Jan 2019,N/A,Sony Pictures Classics,http://sonyclassics.com/therider,True
84,Sgt. Stubby: An American Hero,2018,PG,13 Apr 2018,84 min,"Animation, Adventure, Family, History, War",Richard Lanni,"Richard Lanni, Mike Stokey","Logan Lerman, Helena Bonham Carter, Gérard Depardieu, Jordan Beck","The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.","English, French, German","Ireland, UK, France, Canada, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.9,917,tt5314190,movie,11 Dec 2018,N/A,Fun Academy Media Group,N/A,True
85,I Feel Pretty,2018,PG-13,20 Apr 2018,110 min,Comedy,"Abby Kohn, Marc Silverstein","Abby Kohn, Marc Silverstein","Amy Schumer, Michelle Williams, Tom Hopper, Rory Scovel","A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",English,"China, USA",N/A,https://m.media-amazon.com/images/M/MV5BMGI3ZDRjZTQtMTMyYy00NGI4LWI2MjktNzMyMjg0NjQ2NTY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.4,"35,330",tt6791096,movie,17 Jul 2018,N/A,STXfilms,https://www.ifeelpretty.movie/,True
86,Super Troopers 2,2018,R,20 Apr 2018,99 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Seann William Scott, Clifton Collins Jr., Steve Lemme, Erik Stolhanske","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.1,"18,032",tt0859635,movie,24 Jul 2012,N/A,SK Planet,N/A,True
87,Traffik,2018,R,20 Apr 2018,96 min,Thriller,Deon Taylor,Deon Taylor,"Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIzMzc4MDAzM15BMl5BanBnXkFtZTgwMDA3NjUyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.0,"15,763",tt5670152,movie,17 Jul 2018,N/A,Codeblack Films,http://traffik.movie,True
88,The House of Tomorrow,2017,Not Rated,08 Apr 2017,85 min,"Comedy, Drama",Peter Livolsi,"Peter Bognanni (based upon the novel by), Peter Livolsi","Asa Butterfield, Alex Wolff, Nick Offerman, Ellen Burstyn","The film tells futurist, architect, and inventor R. Buckminster Fuller's incredible story through two teens hoping to get laid, become punk gods, and survive high school.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY4MTkxNTMzMF5BMl5BanBnXkFtZTgwMTI0OTg5NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.2,930,tt5910344,movie,N/A,N/A,SHOUT! STUDIOS,http://www.thehouseoftomorrowfilm.com/,True
89,Avengers: Infinity War,2018,PG-13,27 Apr 2018,149 min,"Action, Adventure, Fantasy, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,8.5,"592,755",tt4154756,movie,14 Aug 2018,"$664,987,816",Walt Disney Pictures,http://marvel.com/movies/movie/223/avengers_infinity_war,True
90,Disobedience,2017,R,27 Apr 2018,114 min,"Drama, Romance",Sebastián Lelio,"Sebastián Lelio, Rebecca Lenkiewicz, Naomi Alderman (based on the novel by)","Anton Lesser, Alessandro Nivola, Allan Corduner, Nicholas Woodeson","A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.","English, Hebrew","Ireland, UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMzYxNDI5OTcwMV5BMl5BanBnXkFtZTgwODc4MzE3NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.6,"16,403",tt6108178,movie,17 Jul 2018,N/A,N/A,N/A,True
91,Backstabbing for Beginners,2018,R,27 Apr 2018,108 min,"Drama, History, Romance, Thriller",Per Fly,"Per Fly (screenplay by), Daniel Pyne (screenplay by), Michael Soussan (based on the book by)","Ben Kingsley, Theo James, Jacqueline Bisset, Rachel Wilson",A young program coordinator at the United Nations stumbles upon a conspiracy involving Iraq's oil reserves.,English,"Denmark, Canada, USA",N/A,https://m.media-amazon.com/images/M/MV5BZGEyYjlhNTktZDU5NC00OTFkLTk5M2UtNWFlNDM0ZTY2YzZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.2,"2,559",tt5153288,movie,22 Mar 2018,N/A,A24 and DIRECTV,N/A,True
92,Kings,2009,N/A,15 Mar 2009,60 min,"Drama, Sci-Fi",N/A,Michael Green,"Ian McShane, Christopher Egan, Susanna Thompson, Allison Miller","A modern day, alternate-reality drama about a hero who rises to become the King of his nation, based on the biblical story of King David.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTcwNDQ4MDA1OF5BMl5BanBnXkFtZTcwMjYwOTQ3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"7,788",tt1137462,series,N/A,N/A,N/A,N/A,True
93,Overboard,1987,PG,16 Dec 1987,106 min,"Comedy, Romance",Garry Marshall,Leslie Dixon,"Goldie Hawn, Kurt Russell, Edward Herrmann, Katherine Helmond","A cruel but beautiful heiress mocks and cheats over a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.","English, French, Portuguese",USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.9,"46,635",tt0093693,movie,19 Sep 2000,N/A,MGM,N/A,True
94,The Guardians,2017,R,04 May 2018,138 min,"Drama, War",Xavier Beauvois,"Xavier Beauvois (scenario), Frédérique Moreau (scenario), Ernest Pérochon (novel), Marie-Julie Maille (screenplay)","Nathalie Baye, Laura Smet, Iris Bry, Cyril Descours",Women are left behind to work a family farm during the Great War.,French,"France, Switzerland",1 nomination.,https://m.media-amazon.com/images/M/MV5BNjdkZmU1MzEtNjQ4OC00ZWM3LWIwNGUtZmM1MjBjYTI2M2E0XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.9,"1,177",tt6213362,movie,N/A,N/A,N/A,N/A,True
95,The Cleanse,2016,R,04 May 2018,81 min,"Comedy, Drama, Fantasy",Bobby Miller,Bobby Miller (screenplay),"Johnny Galecki, Anna Friel, Kyle Gallner, Anjelica Huston","A heartbroken man attends a spiritual retreat to cleanse himself and fix his broken life. There he meets a fellow lost soul, and together they discover that ""the cleanse"" releases more than everyday toxins...a lot more.",English,"Canada, USA",6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjMyNjk4OTk3Nl5BMl5BanBnXkFtZTgwODUyNzEyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.3,739,tt3734354,movie,04 May 2018,N/A,Bron Studios,http://thecleansefilm.com/,True
